"Year","Area","Street","Street.2"
2012,"Dudley","SOUTH PARADE  SUTTON COLDFIELD",""
2012,"Wolverhampton","SOUTH PARADE  SUTTON COLDFIELD",""
2012,"Solihull","South Parade  Sutton Coldfield",""
2012,"Walsall","South Parade  Sutton Coldfield  Birmingham",""
2012,"Wolverhampton","South Parades  Sutton Coldfield",""
2012,"Birmingham","St Mary   St John Social Club  Gravelly Hill North",""
2012,"Walsall","Sutton New Road",""
2012,"Wolverhampton","Sutton New Road  Erdington",""
2012,"Solihull","Sutton New Road  Erdington",""
2012,"Dudley","Sutton New Road  Erdington",""
2012,"Wolverhampton","Sutton New Road  Erdington",""
2012,"Solihull","Sutton New Road  Erdington",""
2012,"Solihull","Sutton New Road  Erdington",""
2012,"Wolverhampton","Sutton Town Centre",""
2012,"Walsall","Sutton Town Centre",""
2012,"Birmingham","Sutton Town Centre",""
2012,"Wolverhampton","Sutton Town Centre",""
2012,"Sandwell","Sutton Town Centre",""
2012,"Wolverhampton","Sutton Town Centre",""
2012,"Dudley","Sutton Town Centre",""
2012,"Wolverhampton","Sutton Town Centre",""
2012,"Walsall","Sutton Town Centre",""
2012,"Wolverhampton","Sutton Town Centre",""
2012,"Coventry","Sutton Town Centre",""
2012,"Wolverhampton","Sutton Town Centre",""
2012,"Birmingham","Sutton Town Centre Outside Moo Moo S",""
2012,"Solihull","Sycamore Road  Erdingon",""
2012,"Solihull","Tamworth Road  Sutton Coldfield",""
2012,"Coventry","Tangmere Drive  Castle Vale",""
2012,"Dudley","The Gardens  Erdington",""
2012,"Walsall","The Green House  Four Oaks  Birmingham",""
2012,"Coventry","The Green House  Four Oaks  Sutton Coldfield",""
2012,"Walsall","The Parade",""
2012,"Coventry","The Parade",""
2012,"Walsall","The Parade",""
2012,"Walsall","The Parade S C",""
2012,"Birmingham","The Parade SuttonTown Centre",""
2012,"Solihull","The Parade  Sutton Coldfield",""
2012,"Walsall","The Parade  Sutton Coldfield",""
2012,"Wolverhampton","The Parade  Sutton Coldfield",""
2012,"Wolverhampton","The Parade  Sutton Coldfield",""
2012,"Dudley","The Parade  Sutton Coldfield",""
2012,"Dudley","The Parade  Sutton Coldfield",""
2012,"Dudley","The Parade  Sutton Coldfield",""
2012,"Wolverhampton","The Parade  Sutton Coldfield",""
2012,"Walsall","The Parade  Sutton Coldfield",""
2012,"Wolverhampton","The Wylde Green Public House",""
2012,"Walsall","Turnhouse Road  Castle Vale",""
2012,"Coventry","UNKNOWN",""
2012,"Walsall","Victoria Road  Sutton Coldfield",""
2012,"Dudley","Walmley Ash Rd",""
2012,"Wolverhampton","Water Orton Lane",""
2012,"Birmingham","William Hill  Wylde Green",""
2012,"Wolverhampton","WITTON LODGE ROAD",""
2012,"Birmingham","Woodacre Road  Erdington",""
2012,"Dudley","Woodacre Road  Erdington",""
2012,"Solihull","Woodacre Road  Erdington",""
2012,"Solihull","Woodington Road",""
2012,"Wolverhampton","Wootton Grove  Kingstanding  Birmingham",""
2012,"Dudley","Yatesbury Avenue  Castle Vale",""
2012,"Dudley","A38 Northfield",""
2012,"Walsall","Abdon Ave",""
2012,"Solihull","Alcester Rd",""
2012,"Walsall","Alcester Road South",""
2012,"Sandwell","Aldersmead Road",""
2012,"Walsall","Alwold Road",""
2012,"Dudley","Belgrave Middleway",""
2012,"Wolverhampton","Black Horse Public House Carpark",""
2012,"Dudley","Boleyn Road",""
2012,"Dudley","Bomerfield Road",""
2012,"Coventry","Bond St  City Centre",""
2012,"Dudley","Bournville Lane",""
2012,"Coventry","Bournville Lane",""
2012,"Solihull","Bournville Lane Front Office",""
2012,"Walsall","Bournville Lane Police Station",""
2012,"Birmingham","Bournville P S",""
2012,"Coventry","Bournville Police Station",""
2012,"Walsall","Braceby Avenue",""
2012,"Birmingham","Brandwood Park Rd",""
2012,"Sandwell","Bristol Rd South  Northfield",""
2012,"Sandwell","Bristol Road",""
2012,"Dudley","Bristol Road",""
2012,"Birmingham","Bristol Road",""
2012,"Walsall","Bristol Road",""
2012,"Coventry","Bristol Road",""
2012,"Dudley","Bristol Road",""
2012,"Walsall","Bristol Road",""
2012,"Dudley","Bristol Road",""
2012,"Solihull","Bristol Road",""
2012,"Dudley","Bristol Road Northfield",""
2012,"Sandwell","Bristol Road Opposite Royal Orthopaedic",""
2012,"Wolverhampton","Bristol Road Selly Oak",""
2012,"Walsall","Bristol Road Selly Oak",""
2012,"Dudley","Bristol Road Selly Oak",""
2012,"Solihull","Bristol Road Selly Oak",""
2012,"Birmingham","Bristol Road Selly Oak",""
2012,"Dudley","Bristol Road Selly Oak Near Gun Barrels PH",""
2012,"Solihull","Bristol Road South",""
2012,"Solihull","Bristol Road South",""
2012,"Wolverhampton","Bristol Road  Bournville",""
2012,"Wolverhampton","Bristol Road  Selly Oak",""
2012,"Solihull","Brook Lane Billesley",""
2012,"Walsall","Brookfield Road",""
2012,"Wolverhampton","Bunbury Road",""
2012,"Sandwell","Church Road",""
2012,"Dudley","Church Road  Edgbaston",""
2012,"Dudley","Church Road  Moseley",""
2012,"Dudley","City Road",""
2012,"Dudley","Corn Mill Close Bartley Green",""
2012,"Birmingham","Cotteridge Island",""
2012,"Walsall","Devon Road",""
2012,"Solihull","Dogpool Lane",""
2012,"Sandwell","Each Way Lane  Rubery",""
2012,"Solihull","Edgewood Road",""
2012,"Wolverhampton","Edgwood Road",""
2012,"Walsall","Edward Road  Balsall Heath",""
2012,"Wolverhampton","Fordhouse Lane",""
2012,"Solihull","Fredrick Road",""
2012,"Dudley","Gillot Road  Edgbaston",""
2012,"Wolverhampton","Gillott Road  Edgbaston",""
2012,"Birmingham","Gorsley Piece",""
2012,"Wolverhampton","Great Park Public House  Rubery",""
2012,"Walsall","Great Park Rubery",""
2012,"Wolverhampton","Grovelly  Lane",""
2012,"Walsall","Hagley Road",""
2012,"Walsall","Hagley Road",""
2012,"Dudley","Hagley Road",""
2012,"Wolverhampton","Hagley Road",""
2012,"Dudley","Hagley Road",""
2012,"Wolverhampton","Hagley Road  Birmingham",""
2012,"Dudley","Hagley Road  Edgbaston",""
2012,"Dudley","Hagley Road  Edgbaston",""
2012,"Solihull","Harborne Hall  Hotel  Harborne",""
2012,"Birmingham","Harborne Park Road",""
2012,"Coventry","Harbourne High Street",""
2012,"Birmingham","Haunch Lane",""
2012,"Walsall","Hawkshurst Road",""
2012,"Wolverhampton","Healey Road  Selly Oak",""
2012,"Birmingham","Heather House  Kings Norton",""
2012,"Coventry","Heaton Drive",""
2012,"Dudley","Hgaley Road",""
2012,"Wolverhampton","High St Harborne",""
2012,"Wolverhampton","High ST Harborne",""
2012,"Wolverhampton","High Street Harborne",""
2012,"Wolverhampton","High Street Harborne",""
2012,"Dudley","High Street Harborne",""
2012,"Walsall","High Street Harborne",""
2012,"Solihull","High Street Harbourne",""
2012,"Walsall","High Street Hraborn",""
2012,"Wolverhampton","High Street  Haborne",""
2012,"Sandwell","High Street  Harbourne",""
2012,"Walsall","Hillwood Rd",""
2012,"Dudley","Hindhead Road",""
2012,"Walsall","Hisgh Street Stourbridege",""
2012,"Wolverhampton","Hollybank Road",""
2012,"Sandwell","Holybank Road",""
2012,"Wolverhampton","Houldy Road",""
2012,"Walsall","Hubert Croft",""
2012,"Walsall","Hurst Street",""
2012,"Birmingham","Jenners Lane",""
2012,"Birmingham","Jowetts Lane",""
2012,"Sandwell","Katie Road",""
2012,"Dudley","Kitwell Lane",""
2012,"Birmingham","Linden Road",""
2012,"Wolverhampton","Linden Road",""
2012,"Dudley","Lofthouse Crescent",""
2012,"Wolverhampton","Longbridge Lane",""
2012,"Wolverhampton","Lottie Road Selly Oak",""
2012,"Dudley","Lynsey Avenue  Northfield",""
2012,"Walsall","Masshouse PH",""
2012,"Walsall","Maypole Grove",""
2012,"Coventry","Merritts Brook Lane  Northfield",""
2012,"Wolverhampton","Metchley Lane  Harborne",""
2012,"Wolverhampton","Metchley Park Road",""
2012,"Wolverhampton","Miles Road",""
2012,"Dudley","Millbrook Drive Northfield",""
2012,"Wolverhampton","Milner Road",""
2012,"Walsall","Moor Street",""
2012,"Dudley","Moor Street Railway Station",""
2012,"Wolverhampton","Morrisons  Rubery",""
2012,"Wolverhampton","Navigation Pub  Kings Norton",""
2012,"Walsall","Newbury Lane",""
2012,"Dudley","Norhtfield High Street",""
2012,"Dudley","Northfield Road  Northfield",""
2012,"Solihull","Outside Goose Public House  Bristol Road  Selly Oak",""
2012,"Dudley","Park Way Rubery",""
2012,"Sandwell","Parkdale Drive",""
2012,"Coventry","Payne Street",""
2012,"Sandwell","Pershore Road",""
2012,"Dudley","Pershore Road",""
2012,"Wolverhampton","Pershore Road",""
2012,"Walsall","Pershore Road",""
2012,"Birmingham","Pershore Road Cotteridge",""
2012,"Wolverhampton","Pershore Road South",""
2012,"Birmingham","Piddock Rd",""
2012,"Birmingham","Piddock Road Smethwick",""
2012,"Wolverhampton","Piddock Road Smethwick",""
2012,"Wolverhampton","Piddock Road Smethwick",""
2012,"Wolverhampton","Pineapple Road",""
2012,"Coventry","Premier Inn  Great Park",""
2012,"Birmingham","Priory Road",""
2012,"Dudley","Q E A And E Metchley Park Road",""
2012,"Wolverhampton","QE Hospital",""
2012,"Walsall","Queen Elizabeth Hospital",""
2012,"Dudley","Queen Elizabeth Hospital",""
2012,"Birmingham","Quinton Road",""
2012,"Birmingham","Ridgeacre Road",""
2012,"Sandwell","Ridgeacre Road",""
2012,"Wolverhampton","Safernake Close",""
2012,"Walsall","Sandon Road",""
2012,"Birmingham","Sandon Road  Edgbaston",""
2012,"Wolverhampton","Selly Oak Railway Station",""
2012,"Coventry","Selly Oak Railway Station",""
2012,"Walsall","Shannon Road",""
2012,"Dudley","Shenly Lane",""
2012,"Wolverhampton","Sir Herbert Austin Way",""
2012,"Walsall","Smithy Hotel  Hagley Road",""
2012,"Walsall","Solihull High Street",""
2012,"Coventry","St Mary S Hospice",""
2012,"Wolverhampton","Stonehouse Lane",""
2012,"Walsall","Stonehouse Public House",""
2012,"Dudley","Stratford Road",""
2012,"Wolverhampton","The Fold",""
2012,"Dudley","The Navigation Public House  Kings Norton",""
2012,"Dudley","Tiverton Road",""
2012,"Birmingham","Trittiford Road",""
2012,"Wolverhampton","University Birmingham",""
2012,"Wolverhampton","Victoria Steet Small Heath",""
2012,"Dudley","Wareham Road",""
2012,"Wolverhampton","Warwick Crest",""
2012,"Wolverhampton","Watford Road Coteridge",""
2012,"Coventry","Wellington Road",""
2012,"Wolverhampton","Wellington Road",""
2012,"Walsall","Wellington Road",""
2012,"Dudley","West Boulevard",""
2012,"Birmingham","West Cliff Place",""
2012,"Birmingham","White Horse Public House",""
2012,"Walsall","Willetts Rd  Turves Green",""
2012,"Dudley","Woodthrop Road",""
2012,"Solihull","Worlds End Lane  Quinton",""
2012,"Walsall","Wychal Lane",""
2012,"Walsall","Wychal Lane",""
2012,"Wolverhampton","Wychal Lane",""
2012,"Birmingham","Wychall Rd  Kings Norton",""
2012,"Dudley","YMCA Stone Road",""
2012,"Birmingham","York PH York Road",""
2012,"Wolverhampton","A38 Expressway  Birmingham",""
2012,"Birmingham","Aberdeen St Winson Green",""
2012,"Dudley","Adcadian Centre Ladywell Walk",""
2012,"Wolverhampton","Alexander Avenue",""
2012,"Coventry","Alley  Way Off Arcadian Palace  Hurst Street",""
2012,"Wolverhampton","Applewood Grove Cradley Heath",""
2012,"Wolverhampton","Arca Bar  City Centre",""
2012,"Wolverhampton","Arcadian",""
2012,"Sandwell","Arcadian",""
2012,"Walsall","Arcadian",""
2012,"Solihull","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Walsall","Arcadian",""
2012,"Dudley","Arcadian",""
2012,"Solihull","Arcadian Centre",""
2012,"Wolverhampton","Arcadian Centre",""
2012,"Walsall","Arcadian Centre",""
2012,"Dudley","Arcadian Centre",""
2012,"Wolverhampton","Arcadian Centre",""
2012,"Dudley","Arcadian Centre",""
2012,"Walsall","Arcadian Centre",""
2012,"Wolverhampton","Arcadian Centre",""
2012,"Solihull","Arcadian Centre",""
2012,"Sandwell","Arcadian Centre",""
2012,"Wolverhampton","Arcadian Centre Ladywell Walk",""
2012,"Coventry","Arcadian Centre  Birmingham",""
2012,"Sandwell","Arcadian Centre  City Centre",""
2012,"Walsall","Arcadian Centre  City Centre  Birmingham",""
2012,"Walsall","Arcadian Centre City Centre",""
2012,"Walsall","Arcadian City Centre",""
2012,"Dudley","Arcadian",""
2012,"Birmingham","Arcadian  Birmingham",""
2012,"Solihull","Arcadian  Birmingham",""
2012,"Wolverhampton","Arcadian  City Centre",""
2012,"Coventry","Arcadian  City Centre",""
2012,"Walsall","Arcadian  City Centre",""
2012,"Wolverhampton","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Wolverhampton","Arcadian",""
2012,"Solihull","Arcadian",""
2012,"Walsall","Arcadian",""
2012,"Dudley","Arka Bar  Arcadian Bar",""
2012,"Walsall","Aston Hotel  Witton Lane",""
2012,"Dudley","Aston Police Station",""
2012,"Solihull","Aston Street  City Centre",""
2012,"Wolverhampton","BACCHUS ROAD  WINSON GREEN",""
2012,"Birmingham","Bar Risa  Broad St  Birmingham",""
2012,"Wolverhampton","Bennetts Hill",""
2012,"Walsall","Berkeley St  Birmingham",""
2012,"Coventry","Berkeley St  Birmingham City Centre",""
2012,"Walsall","Berkley  Street  Birmingham",""
2012,"Dudley","Bham Central Front Office",""
2012,"Walsall","Bierton Road  Yardley",""
2012,"Walsall","Birchfield Lane Oldbury",""
2012,"Wolverhampton","Birkley Road  City Centre",""
2012,"Birmingham","Birkley Street  City Centre",""
2012,"Sandwell","Birmingham Central Police Station",""
2012,"Wolverhampton","Birmingham Central PS",""
2012,"Wolverhampton","Birmingham Central PS",""
2012,"Walsall","Birmingham Hippodrome",""
2012,"Solihull","Birmingham Magistrates Court",""
2012,"Dudley","Birmingham New Street Station",""
2012,"Birmingham","Birmingham New Street Station",""
2012,"Walsall","Birmingham New Street Station",""
2012,"Birmingham","Bishopgate St",""
2012,"Wolverhampton","Bishopgate St",""
2012,"Birmingham","Bishopgate Street",""
2012,"Walsall","Bliss  Broad St",""
2012,"Wolverhampton","Borad St",""
2012,"Birmingham","Borad Street",""
2012,"Solihull","Bordesley Park Rd",""
2012,"Dudley","BP Waterlane Middleway",""
2012,"Coventry","BP Waterlane Middleway",""
2012,"Dudley","BP Waterlane Middleway",""
2012,"Solihull","Braod Street  Birmingham",""
2012,"Birmingham","Braod Street  City Centre",""
2012,"Coventry","Brass House  Broad Street",""
2012,"Wolverhampton","Bridge Street Junction Broad Street",""
2012,"Dudley","Bristol Road",""
2012,"Birmingham","Bristol St",""
2012,"Solihull","Bristol Street  City Centre",""
2012,"Walsall","Broad  Street",""
2012,"Solihull","Broad City  Birmingham",""
2012,"Solihull","Broad St",""
2012,"Wolverhampton","Broad St",""
2012,"Solihull","Broad St",""
2012,"Dudley","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Walsall","Broad St",""
2012,"Sandwell","Broad St",""
2012,"Wolverhampton","Broad St",""
2012,"Dudley","Broad St",""
2012,"Walsall","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Coventry","Broad St",""
2012,"Dudley","Broad St",""
2012,"Walsall","Broad St",""
2012,"Wolverhampton","Broad St",""
2012,"Wolverhampton","Broad St",""
2012,"Coventry","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Solihull","Broad St",""
2012,"Dudley","Broad St",""
2012,"Sandwell","Broad St",""
2012,"Walsall","Broad St",""
2012,"Solihull","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Coventry","Broad St",""
2012,"Walsall","Broad St",""
2012,"Coventry","Broad St",""
2012,"Sandwell","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Dudley","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Dudley","Broad St",""
2012,"Solihull","Broad St",""
2012,"Solihull","Broad St",""
2012,"Birmingham","Broad St Bham",""
2012,"Birmingham","Broad St Birmingham",""
2012,"Birmingham","Broad St City Centre",""
2012,"Coventry","Broad St City Centre",""
2012,"Wolverhampton","Broad St  Birmingham",""
2012,"Dudley","Broad St  Birmingham",""
2012,"Coventry","Broad St  Birmingham",""
2012,"Dudley","Broad St  Birmingham",""
2012,"Dudley","Broad St  Birmingham",""
2012,"Wolverhampton","Broad St  Birmingham",""
2012,"Walsall","Broad St  Birmingham",""
2012,"Walsall","Broad St  Birmingham",""
2012,"Solihull","Broad St  Birmingham",""
2012,"Dudley","Broad St  Birmingham",""
2012,"Birmingham","Broad St  Birmingham",""
2012,"Sandwell","Broad St  Birmingham",""
2012,"Dudley","Broad St  Birmingham",""
2012,"Birmingham","Broad St  Birmingham",""
2012,"Coventry","Broad St  City Centre",""
2012,"Wolverhampton","Broad St  City Centre",""
2012,"Birmingham","Broad Street",""
2012,"Dudley","Broad Street",""
2012,"Dudley","Broad Street",""
2012,"Wolverhampton","Broad Street",""
2012,"Dudley","Broad Street",""
2012,"Dudley","Broad Street",""
2012,"Wolverhampton","Broad Street",""
2012,"Dudley","Broad Street",""
2012,"Sandwell","Broad Street",""
2012,"Wolverhampton","Broad Street",""
2012,"Birmingham","Broad Street",""
2012,"Walsall","Broad Street",""
2012,"Birmingham","Broad Street",""
2012,"Coventry","Broad Street",""
2012,"Wolverhampton","Broad Street",""
2012,"Walsall","Broad Street",""
2012,"Walsall","Broad Street",""
2012,"Dudley","Broad Street",""
2012,"Sandwell","Broad Street",""
2012,"Dudley","Broad Street",""
2012,"Wolverhampton","Broad Street",""
2012,"Coventry","Broad Street",""
2012,"Sandwell","Broad Street",""
2012,"Walsall","Broad Street",""
2012,"Wolverhampton","Broad Street",""
2012,"Birmingham","Broad Street",""
2012,"Dudley","Broad Street",""
2012,"Birmingham","Broad Street",""
2012,"Walsall","Broad Street",""
2012,"Wolverhampton","Broad Street",""
2012,"Dudley","Broad Street",""
2012,"Walsall","Broad Street",""
2012,"Coventry","Broad Street",""
2012,"Dudley","Broad Street",""
2012,"Wolverhampton","Broad Street",""
2012,"Dudley","Broad Street",""
2012,"Wolverhampton","Broad Street",""
2012,"Birmingham","Broad Street",""
2012,"Sandwell","Broad Street",""
2012,"Wolverhampton","Broad Street",""
2012,"Dudley","Broad Street",""
2012,"Wolverhampton","Broad Street",""
2012,"Birmingham","Broad Street",""
2012,"Birmingham","Broad Street",""
2012,"Dudley","Broad Street",""
2012,"Walsall","Broad Street",""
2012,"Coventry","Broad Street",""
2012,"Coventry","Broad Street",""
2012,"Walsall","Broad Street",""
2012,"Walsall","Broad Street",""
2012,"Birmingham","Broad Street",""
2012,"Birmingham","Broad Street",""
2012,"Solihull","Broad Street",""
2012,"Wolverhampton","Broad Street",""
2012,"Wolverhampton","Broad Street",""
2012,"Sandwell","Broad Street",""
2012,"Solihull","Broad Street",""
2012,"Coventry","Broad Street",""
2012,"Solihull","Broad Street",""
2012,"Coventry","Broad Street",""
2012,"Wolverhampton","Broad Street",""
2012,"Walsall","Broad Street",""
2012,"Walsall","Broad Street",""
2012,"Wolverhampton","Broad Street  O S Obar",""
2012,"Walsall","Broad Street Birmingham",""
2012,"Birmingham","Broad Street City Centre",""
2012,"Walsall","Broad Street Near Gatecrashers",""
2012,"Dudley","Broad Street O S Flares",""
2012,"Dudley","Broad Street",""
2012,"Wolverhampton","Broad Street",""
2012,"Coventry","Broad Street",""
2012,"Birmingham","Broad Street  Birmingham",""
2012,"Walsall","BROAD STREET  Birmingham",""
2012,"Sandwell","Broad Street  Birmingham",""
2012,"Coventry","Broad Street  Birmingham",""
2012,"Birmingham","Broad Street  Birmingham",""
2012,"Birmingham","Broad Street  Birmingham",""
2012,"Walsall","Broad Street  Birmingham",""
2012,"Solihull","Broad Street  Birmingham",""
2012,"Dudley","Broad Street  Birmingham",""
2012,"Sandwell","Broad Street  Birmingham",""
2012,"Coventry","Broad Street  Birmingham",""
